Type,Planned For,Filed Against,ID,Requirement Type,Summary,Severity,Customer Impact,State,Customer Name,Region,Tag,Owner,Priority,FMEA Total,Creation Date,Resolution date,Modification Time
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,494199,Anomaly,[JIRA][CornerMerge] (程式編輯) [IABGVOC-540] 更换1.3.4.318软体和韧体2906后，变量无法在线监控，没办法修改状态，无法调试,Blocker,High,Closed,辛昱錦,IA Internal-SC,"w3a, programming_lang_st_monitor, 1.10.0_initial, jira_voc_sc",KF.LIU 劉桂輔,High,1000,2025/2/14 上午 11:42,2025/6/11 下午 5:16,2025/12/4 下午 3:26
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,492548,Anomaly,[JIRA] (調適) [IABGVOC-558] 抓取示波器波形時數值小的反而顯示在上面,Critical,High,Closed,辛昱錦,IA Internal-SC,"w3a, oscilloscope, jira_voc_sc",Unassigned,High,1000,2025/2/6 下午 6:29,2025/5/13 上午 11:13,2026/1/15 上午 10:06
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,488598,Anomaly,[JIRA][CornerMerge](專案管理) Find All 在 W3A 機種上功能失效 (3/3),Blocker,High,Closed,陳會杰,IA Internal-SC,"autotest_detect, diadesigner_edit_searchreplace, w3a, 1.10.0_initial, jira_voc_sc",KF.LIU 劉桂輔,High,1000,2025/1/20 下午 6:06,2025/5/12 下午 7:28,2025/6/13 上午 11:14
Issue,Designer Rev1.9.0 SP4 Sprint1,DIAStudio/DIADesigner,488414,Anomaly,[JIRA] (運動控制) 軸參數修改後沒有立即生效,,,,,,Blocker,,,,,,
Issue,Designer Rev1.14.0 Plan,DIAStudio/DIADesigner,486433,Anomaly,[JIRA] (調適) [IABGVOC-513] 增加在线时，多个变量修改状态，可以同时写入PLC功能 - JIRA of Delta Electronics,Critical,High,Review,陳會杰,DGC-China,"programming_monitable, jira_voc_sc",STEWARD.LU 呂名峰,High,600,2025/1/14 下午 2:11,,2026/2/11 下午 2:02
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,486407,Anomaly,[JIRA] (調適) Issue 407200 - 监控面板的修改值，如何删除已经填写的数据；,Minor,Low,Closed,陳會杰,IA Internal-SC,"diacorner, programming_monitable, jira_voc_sc",Unassigned,High,80,2025/1/14 下午 1:35,2025/5/14 下午 5:24,2026/5/18 下午 6:47
Issue,Designer Rev1.11.0 Sprint2,DIAStudio/DIADesigner,480530,Anomaly,[JIRA] (程式編輯) [IABGVOC-506] INTERNAL 的 Function Block 在變數表 Data Type 輸入助手以及 Ladder 指令精靈沒有隱藏 (3/3),Blocker,High,Closed,辛昱錦,IA Internal,"w3a, programming_poutype_fb, plan1.11.0, jira_voc_sc, 1.11.0_initial, issue2auto_todo",KF.LIU 劉桂輔,High,1000,2024/12/23 上午 10:38,2025/9/8 下午 2:00,2025/10/30 下午 5:23
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,478295,Anomaly,[JIRA] (調適) 示波器的通道如果用键盘Delete删除，会误删除掉写的程序项目,Critical,High,Closed,陳會杰,IA Internal-SC,"oscilloscope, jira_voc_sc",JOHNNY.MC.YEH 葉明勳,High,1000,2024/12/13 下午 6:27,2025/5/13 下午 4:13,2025/6/13 上午 11:13
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,478294,Anomaly,[JIRA] (程式編輯) [IABGVOC-490] AXIS_REF 的 METHOD是PUBLIC，在庫卻無法看到 (3/3),Major,Medium,Closed,蔡弘晉,IA Internal,"librarymanager, 1.11.0_initial, jira_voc_mok, issue2auto_todo, issue2auto_done",PINGCHIN.WANG 王昞清,High,240,2024/12/13 下午 6:25,2025/7/21 上午 10:43,2026/1/12 下午 7:06
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,473425,Anomaly,[JIRA] (程式編輯) [IABGVOC-466] 監控變數表顯示問題 - JIRA of Delta Electronics (3/3),Major,Medium,Closed,蔡易霖,IA Internal-CoreTech,"programming_monitable, jira_voc_mok, 1.11.0_initial, issue2auto_todo",STEWARD.LU 呂名峰,High,240,2024/11/28 上午 10:27,2025/7/22 下午 2:16,2026/5/8 下午 5:49
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,473420,Anomaly,[JIRA] (程式編輯) [IABGVOC-451] 函数里边的变量在页签关闭的情况下，不会自动跟随全域符号变化,Minor,Remote,Closed,陳會杰,IA Internal-SC,"jira_voc_sc, te_checked, programming_lang_st_edit, issue2auto_todo, 1.12.0_add, userstory_yes, testcase_done",KF.LIU 劉桂輔,High,80,2024/11/28 上午 10:21,2025/11/25 上午 9:11,2026/4/21 下午 6:16
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,473403,Anomaly,[JIRA] (網路配置) 在线运行时，EtherCAT的配置也可以右键删除，这样不合理,Major,Medium,Closed,陳會杰,IA Internal-SC,"1.10.0_initial, devnetwork_ethercat, jira_voc_sc",WILLIAM.HC.SHEN 沈桓慶,High,240,2024/11/28 上午 9:58,2025/6/10 上午 11:47,2025/9/15 下午 6:47
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,473394,Anomaly,[JIRA](程式編輯) [IABGVOC-181] STRING 型態綁定位址的變數監控、初始值宣告異常,Critical,High,Closed,蔡易霖,IA Internal-CoreTech,"w3a, jira_voc_mok, differs_dev, 1.12.0_add, escape, testcase_done, userstory_yes, issue2auto_todo, programming_lang_st_monitor, programming_lang_ld_monitor",KF.LIU 劉桂輔,High,600,2024/11/28 上午 9:39,2026/1/12 下午 4:02,2026/5/8 下午 6:40
Issue,Designer Rev1.14.0 Sprint2,DIAStudio/DIADesigner,469965,Anomaly,[JIRA] (專案管理) [IABGVOC-186] Issue 407138 - 软件下载界面：勾选下载后自动关闭的按钮，再次打开软件会消失 - JIRA of Delta Electronics,Minor,Low,Verification,黃亮亮\蔡弘晉,DGC-China,"rat_friendly, downloaduploadmgr, jira_voc_mok, 1.14.0_initial",LEANN.TING 丁寧,High,80,2024/11/12 下午 3:42,,2026/5/13 下午 4:10
Issue,Designer Rev1.15.0 Plan,DIAStudio/DIADesigner,466614,Anomaly,"[JIRA] (程式編輯) [IABGVOC-2017] In the Ladder program unit, when the mouse hovers over a node or the pin of a function block, the tooltip disappears quickly",Major,High,In Progress,朱賀; 郭德山,DGC-China,"programming_lang_ld_edit, escape, voc_id3, 1.9.0_initial, 1.11.0_initial, issue2auto_manual, jira_voc_sc, step_control, 1.15.0_initial",STEWARD.LU 呂名峰,High,400,2024/10/29 上午 11:39,,2026/5/5 下午 4:28
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,463337,Anomaly,[JIRA] (運動控制) [IABGVOC-430] DIADesigner软件轴基本参数---运动参数---加加速度的单位显示问题 - JIRA of Delta Electronics,Minor,Remote,Closed,苏州凡贤\陳會杰,DGC-China,"motion_axisset, jira_voc_sc, 1.11.0_add",JACKY.TU 杜寧,Medium,16,2024/10/16 上午 9:30,2025/7/28 下午 2:59,2025/10/30 下午 5:23
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,459665,Anomaly,[JIRA] (,,,,,,) [IABGVOC-425] 當提示示波器採樣頻率有問題時，會影響到其他正常通道,,,,,,
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,459650,Anomaly,[JIRA] (調試,,,,,,) 示波器運行的時候，config欄位變成灰白色影響debug閱讀,,,,,,
Issue,Rev1.3.5 SP1 DIADesigner,DIAStudio/DIADesigner,458662,Anomaly,[JIRA] (運動控制) 凸轮挺杆点编译器报iTappetType的错误,Major,Medium,Closed,苏州凡贤\陳會杰,DGC-China,"motion_ecam, plan1.3.5sp1, 1.3.5_sp1_initial, jira_voc_sc",JACKY.TU 杜寧,High,240,2024/9/25 上午 10:11,2024/10/16 上午 11:05,2026/5/8 下午 3:30
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,446687,Anomaly,[JIRA]( 調試) [IABGVOC-399] 未知操作，软件监控状态不显示,Minor,Remote,Closed,陳會杰,IA Internal-SC,"corner_swcheck, jira_voc_sc, te_cantrepro, programming_lang_st_monitor, 1.12.0_add, userstory_yes, testcase_done",KF.LIU 劉桂輔,Medium,64,2024/8/14 下午 5:19,2025/12/19 下午 3:20,2026/5/8 下午 6:25
Issue,Unassigned,DIAStudio/DIADesigner,446679,Anomaly,[JIRA] (,,,,,,) 安裝產品包之後，新增的功能塊Canopen_para功能塊需要重開SW編譯才會生效到,,,,,,
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,446675,Anomaly,[JIRA] (硬體配置) [IABGVOC-400] 未将对象引用设置到对象的实例 - JIRA of Delta Electronics,Minor,Remote,Closed,陳會杰,IA Internal-SC,"corner_swcheck, jira_voc_sc, 1.12.0_add, deverrorinfo, userstory_yes, testcase_done",BORONG.CHEN 陳柏融,Low,24,2024/8/14 下午 5:08,2025/12/31 上午 9:32,2026/4/21 下午 6:16
Issue,Unassigned,DIAStudio/DIADesigner,446671,Anomaly,[JIRA] (調試)有时会出现监控表不显示对应状态,Major,Low,Closed,陳會杰,IA Internal-SC,"programming_monitable, corner_swcheck, jira_voc_sc",Unassigned,Medium,64,2024/8/14 下午 5:00,2025/3/18 上午 11:10,2025/6/17 下午 1:52
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,446667,Anomaly,[JIRA](調試)Designer示波器，修改取樣頻率後，取樣個數極限異常,Critical,High,Closed,陳嘉俊,IA Internal-CoreTech,"oscilloscope, jira_voc_ims",Unassigned,High,600,2024/8/14 下午 4:56,2025/3/18 下午 1:39,2026/5/18 下午 6:46
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,444603,Anomaly,"[JIRA] (程式編輯) FUNCTION/METHOD 的 return 為 NULL 時, 拉到 LD 內不應該出現 return 腳位",Minor,Low,Closed,陳會杰,IA Internal-SC,"corner_swcheck, programming_poutype_fb, jira_voc_sc",KF.LIU 劉桂輔,Medium,16,2024/8/6 下午 1:50,2025/6/19 下午 5:49,2025/6/19 下午 5:49
Issue,Rev1.3.4 SP1 DIADesigner,DIAStudio/DIADesigner,432983,Anomaly,[JIRA](專案管理)下載報錯，未找到路徑資料夾,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"downloaduploadmgr, plan1.3.4sp1, multiple-application, 1.3.4_sp1_initial, jira_voc_mok",MINGHUNG.TSAI 蔡明宏,High,1000,2024/6/14 上午 9:19,2024/7/30 下午 12:38,2025/6/9 上午 11:51
Issue,Rev1.3.4 SP1 DIADesigner,DIAStudio/DIADesigner,430721,Anomaly,[JIRA] (調適) 匯入示波器檔案後發現監控項目與曲線資料對不起來、全選啟用的UI會失效、有個紅色的線會消不掉,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.4sp1, 1.3.4_sp1_initial, oscilloscope, jira_voc_mok",JOHNNY.MC.YEH 葉明勳,High,400,2024/6/5 下午 3:57,2024/7/26 下午 1:19,2025/6/9 上午 11:51
Issue,Unassigned,DIAStudio/DIADesigner,426228,Anomaly,[JIRA] (程式編輯) pou.Active 屬性不符預期,Critical,High,Closed,陳軍宇,IA Internal-CoreTech,"programming_poutype_prg, jira_voc_mok",Unassigned,High,240,2024/5/17 下午 5:27,2025/5/14 下午 6:55,2025/6/9 上午 11:51
Issue,Rev1.3.4 SP1 DIADesigner,DIAStudio/DIADesigner,426103,Anomaly,"[JIRA] (程式編輯) DIADesigner左側專案樹裡的""匯入""按鍵無法成功將CSV匯入",Minor,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.4sp1, 1.3.4_sp1_initial, programming_glovar, jira_voc_mok",ORLANDO.LAN 藍順騰,Medium,120,2024/5/17 下午 1:42,2024/7/26 下午 12:38,2026/5/8 下午 6:39
Issue,Designer Rev1.14.0 Plan,DIAStudio/DIADesigner,425835,Anomaly,[JIRA] (程式編輯) [IABGVOC-189] Issue 425835 - 测试打断点时，出现报错提示：未将对象引用设置到对象的实例,Major,Medium,Review,蔡弘晉,IA Internal,"sc_turnkey, need_analysis, corner_sw_fwcheck, w3a, programming_debug, jira_voc_mok",LEANN.TING 丁寧,High,240,2024/5/16 下午 4:12,,2025/12/30 下午 6:33
Issue,Designer Rev1.15.0 Plan,DIAStudio/DIADesigner,416915,Anomaly,[JIRA](程式編輯) [IABGVOC-198] Issue 416915 - FB功能块，调整其内部变量引脚后顺序，已经建立过LD程序的引脚变量跟随异常,Major,Medium,Review,蔡弘晉,IA Internal-CoreTech,"programming_lang_st_edit, jira_voc_mok, issue2auto_todo",ELVIS.CT.CHANG 張錦宗,High,360,2024/4/11 下午 7:40,,2026/4/24 下午 9:25
Issue,Designer Rev1.14.0 Plan,DIAStudio/DIADesigner,416557,Anomaly,[JIRA] (線上斷線) [IABGVOC-197] Issue 416557 - 在线时拔掉电脑与W3A的网线，有时软件无提示，依旧显示在线,Major,Medium,Review,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.6sp1, w3a, jira_voc_mok",STEWARD.LU 呂名峰,Medium,240,2024/4/10 下午 4:32,,2026/2/11 下午 2:02
Issue,Rev1.3.4 SP1 DIADesigner,DIAStudio/DIADesigner,415883,Anomaly,[JIRA] (程式編輯) 全域變數表裡有簡體中文時，匯出CSV會有亂碼，再匯入CSV會失敗,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.4sp1, 1.3.4_sp1_initial, programming_glovar, jira_voc_mok",ORLANDO.LAN 藍順騰,High,600,2024/4/8 下午 4:19,2024/7/26 下午 1:39,2025/6/9 下午 1:48
Issue,Unassigned,DIAStudio/DIADesigner,412878,Anomaly,[JIRA] (程式編輯) FB變數改名後，LD內的FB接角沒跟著改,Critical,High,Closed,陳會杰,IA Internal-SC,"sc_turnkey, need_analysis, plan1.3.6sp1, corner_todo, programming_poutype_fb, jira_voc_sc",MINGHUNG.TSAI 蔡明宏,High,240,2024/3/26 上午 8:56,2025/3/18 下午 1:29,2025/7/3 上午 10:18
Issue,Designer Rev1.14.0 Sprint2,DIAStudio/DIADesigner,412810,Anomaly,[JIRA] (程式編輯) [IABGVOC-196] CORNER-3323 - ST语法中TO_TIME( )里边的变量不会显示监控数值,Major,Medium,Review,蔡弘晉,IA Internal,"sc_turnkey, plan1.3.6sp1, corner_sw_fwcheck, w3a, programming_lang_ld_monitor, jira_voc_mok, 1.14.0_initial",HARVEY.XIE 謝孟軒,High,240,2024/3/25 下午 5:24,,2026/4/20 下午 12:01
Issue,Rev1.3.4 SP1 DIADesigner,DIAStudio/DIADesigner,412771,Anomaly,[JIRA] (程式編輯) CORNER 框架下的 LD 不開放 Trigger 功能物件,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"plan1.3.4sp1, 1.3.4_sp1_initial, programming_lang_ld_edit, jira_voc_mok",ELVIS.CT.CHANG 張錦宗,High,240,2024/3/25 下午 4:11,2024/7/19 上午 10:14,2025/6/9 上午 11:51
Issue,Rev1.3.3 SP1 DIADesigner,DIAStudio/DIADesigner,410336,Anomaly,[JIRA] (程式編輯) LD裡生成功能塊後不會帶DL_MC，導致無法跳轉到實例,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.3sp1, programming_lang_ld, jira_voc_mok",KF.LIU 劉桂輔,High,600,2024/3/15 上午 9:21,2024/4/19 下午 1:04,2025/6/9 上午 11:51
Issue,Designer Rev1.14.0 Sprint2,DIAStudio/DIADesigner,410331,Anomaly,[JIRA](程式編輯) [IABGVOC-193] Issue 410331 - 热键：跳转到变量表，能否增加快捷键,Minor,Medium,Review,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, corner_swcheck, programming_lang_st_edit, programming_lang_ld_edit, jira_voc_mok, 1.14.0_initial, issue2auto_todo",MIAO.CHEN 陳炫妙,Medium,120,2024/3/15 上午 9:13,,2026/4/24 下午 4:24
Issue,Designer Rev1.11.0 Sprint3,DIAStudio/DIADesigner,408063,Anomaly,[JIRA] (程式編輯) [IABGVOC-192] 功能块实例成数组类型的，在线时无法监控功能块内部运行状况，若实例化成单个功能块是可以监控的 - JIRA of Delta Electronics,Blocker,High,Closed,陳會杰,IA Internal-SC,"w3a, programming_poutype_fb, key_issue, plan1.11.0, jira_voc_sc, 1.11.0_initial, issue2auto_todo",STEWARD.LU 呂名峰,High,1000,2024/3/7 下午 2:14,2025/10/29 上午 9:07,2025/11/10 下午 4:56
Issue,Rev1.3.3 SP1 DIADesigner,DIAStudio/DIADesigner,407217,Anomaly,[JIRA] (運動控制) ECAT軸從站列表與程式碼在重新安裝軟體後消失,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.3sp1, 1.3.3_sp1_initial, motion_axisset, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,High,240,2024/3/5 下午 12:01,2024/4/18 上午 11:28,2025/6/9 上午 11:51
Issue,Unassigned,DIAStudio/DIADesigner,407209,Anomaly,[JIRA] (程式編輯) 撰寫ST有時無法顯示下標 (3/3),Major,Medium,Closed,陳會杰,IA Internal-SC,"sc_turnkey, need_analysis, corner_todo, programming_lang_st_edit, jira_voc_sc",KF.LIU 劉桂輔,Medium,48,2024/3/5 上午 11:56,2025/5/13 上午 10:56,2025/7/3 上午 10:20
Issue,Rev1.3.3 SP1 DIADesigner,DIAStudio/DIADesigner,407190,Anomaly,[JIRA] (程式編輯) 全域變數表裡無法刪除已在EtherCAT IO Mappimg已綁定的變數,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.3sp1, 1.3.3_sp1_initial, programming_glovar, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,Medium,144,2024/3/5 上午 11:45,2024/4/18 上午 11:33,2025/6/9 下午 1:48
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,406240,Anomaly,[JIRA] (程式編輯) [IABGVOC-210] CORNER-3166 - 移除工作任務設定介面對於優先權的取消選擇的選項,Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, corner_todo, programming_task, jira_voc_mok, 1.11.0_initial, issue2auto_todo",MINGHUNG.TSAI 蔡明宏,High,80,2024/3/1 下午 2:35,2025/7/23 上午 9:59,2026/5/11 上午 11:38
Issue,Rev1.3.3 SP1 DIADesigner,DIAStudio/DIADesigner,395165,Anomaly,[JIRA] (網路配置) 有關ECAT模組的ESI檔案需放到Designer安裝包一起安裝,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, plan1.3.2sp1, plan1.3.3sp1, rd_reviewed, 1.3.3_sp1_initial, devnetwork_ethercat, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,High,240,2024/1/16 上午 10:33,2024/4/18 上午 11:27,2025/6/9 下午 1:48
Issue,Designer Rev1.13.0 Sprint2,DIAStudio/DIADesigner,392302,Anomaly,[JIRA] (運動控制) [IABGVOC-185] Issue 392302 - Axis Setting增加超過32軸跳出錯誤訊息,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, motion_axisset, jira_voc_mok, 1.13.0_initial, w3a, userstory_yes, testcase_done",JACKY.TU 杜寧,High,240,2024/1/4 下午 12:15,2026/3/17 下午 3:48,2026/4/21 下午 6:12
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,390137,Anomaly,[JIRA] (程式編輯) DIAScreen同步DIA tag後，導致編譯報錯,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, 1.3.1_sp1_initial, jira_voc_mok, programming_var_hmi",MINGHUNG.TSAI 蔡明宏,High,240,2023/12/26 下午 4:25,2024/1/19 下午 1:28,2026/5/8 下午 3:42
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,388761,Anomaly,[JIRA] (運動控制) W3A mi_axis & ecat_axis 地址重複導致內部軸與外部軸均無法運作,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, plan1.3.1sp1, 1.3.1_sp1_initial, motion_axisset, jira_voc_mok",JEAN.LC.WANG 王儷臻,High,1000,2023/12/19 下午 4:22,2024/1/11 上午 10:22,2025/6/9 上午 11:51
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,388644,Anomaly,[JIRA] (程式編輯) DIAScreen選擇記憶體位址時顯示輸入失敗,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.0sp1, plan1.3.2sp1, 1.3.2_sp1_initial, jira_voc_mok, programming_var_hmi",MINGHUNG.TSAI 蔡明宏,Medium,240,2023/12/19 上午 10:51,2024/2/5 上午 11:23,2026/5/8 下午 3:33
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,388124,Anomaly,[JIRA] (運動控制) 軸配置的欄寬顯示是否可依據字串長度做預設配置,Minor,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, plan1.3.2sp1, 1.3.2_sp1_initial, motion_axisset, jira_voc_mok",ELSA.FU 傅星諭,Medium,120,2023/12/15 下午 12:16,2024/3/5 下午 12:02,2025/6/9 下午 1:48
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,388123,Anomaly,[JIRA] (運動控制) 軸結構體數組.無法自動帶出數組下標，書寫起來不方便,Minor,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, plan1.3.1sp1, 1.3.1_sp1_initial, motion_axisset, jira_voc_mok",KF.LIU 劉桂輔,Medium,120,2023/12/15 下午 12:11,2024/1/9 下午 6:25,2025/6/9 下午 1:48
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,386927,Anomaly,[JIRA] 本體軸選擇裝置連接，軸連接列表訊息顯示異常,Critical,High,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.1sp1, 1.3.1_sp1_initial, jira_voc_mok",JEAN.LC.WANG 王儷臻,High,600,2023/12/11 下午 5:32,2024/1/10 下午 2:51,2025/6/9 上午 11:51
Issue,Designer Rev1.14.0 Plan,DIAStudio/DIADesigner,386302,Anomaly,[JIRA] (程式編輯) [IABGVOC-183] Issue 386302 - DIADesigner庫專案功能塊註解,Major,Low,In Progress,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, corner_todo, librarymanager, jira_voc_mok, 1.10.0_add",LUCIAN.LS.OUYANG 歐陽龍祥,Low,120,2023/12/8 上午 10:32,,2026/2/11 下午 2:02
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,384201,Anomaly,[JIRA] (網路配置) PDO映射的畫面的設定值，與eni產生結果不符,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.1sp1, 1.3.1_sp1_initial, devnetwork_ethercat, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,Medium,120,2023/11/29 下午 5:36,2024/1/10 下午 1:23,2026/5/8 下午 3:43
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,384025,Anomaly,[JIRA] (運動控制) 修改軸名稱只連動改 POU中的變數，沒有連動示波器的,Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, motion_axisset, jira_voc_mok",JOHNNY.MC.YEH 葉明勳,Low,80,2023/11/29 下午 1:46,2024/1/9 上午 11:32,2025/6/9 下午 1:48
Issue,Designer Rev1.13.0 Sprint1,DIAStudio/DIADesigner,383486,Anomaly,[JIRA] (調適) [IABGVOC-177] Issue 383486 - 在online monitor table加入很長的array的內容時會造成SW卡住,Major,High,Verification,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, corner_todo, programming_monitable, jira_voc_mok, 1.12.0_initial, escape, userstory_yes, efficacy, autotest_detect, testcase_done, 1.13.0_initial, w3a, need_branch",LUCIAN.LS.OUYANG 歐陽龍祥,Low,80,2023/11/27 上午 10:53,,2026/5/12 下午 4:17
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,383484,Anomaly,[JIRA] (程式編輯) 放寬變數宣告的陣列範圍至 -32768 ~ 32767 之間,Critical,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, programming_glovar, jira_voc_mok",ORLANDO.LAN 藍順騰,Medium,240,2023/11/27 上午 10:51,2024/2/1 下午 5:16,2025/6/9 上午 11:52
Issue,Rev1.3.1 SP1 DIADesigner,DIAStudio/DIADesigner,382711,Anomaly,[JIRA] (硬體配置) 在Designer上，對R1-EC5621D0的PDO映射還原預設，再重新勾選PDO映射組別，IO映射列表產生重複物件的情況,Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.1sp1, 1.3.1_sp1_initial, devhardware_layout_moduletable_iomap, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,Low,48,2023/11/22 下午 5:24,2024/1/17 上午 10:01,2025/6/9 下午 1:48
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,382392,Anomaly,[JIRA] (專案管理) DIADesinger線上時會跳出異常視窗,Critical,High,Closed,蔡弘晉,IA Internal,"sc_turnkey, need_analysis, diadesigner-sp1, plan1.3.2sp1, 1.3.2_sp1_initial, downloaduploadmgr, jira_voc_mok",WILLIAM.HC.SHEN 沈桓慶,High,600,2023/11/21 下午 5:16,2024/2/2 下午 4:12,2025/6/9 上午 11:52
Issue,Unassigned,DIAStudio/DIADesigner,382124,Anomaly,[JIRA] (程式編輯) 全域變數中新增變量，出現錯誤提示(索引必須位於該清單的界限內),Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, need_close, corner_todo, programming_glovar, jira_voc_mok",ORLANDO.LAN 藍順騰,Low,80,2023/11/20 下午 5:57,2025/5/13 下午 1:22,2025/6/9 下午 1:48
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,379756,Anomaly,[JIRA] (調適) 全域/區域變數用右鍵快捷加入示波器進行監控,Minor,Low,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, programming_glovar, oscilloscope, jira_voc_mok",KF.LIU 劉桂輔,Low,80,2023/11/9 下午 4:18,2024/3/6 下午 3:34,2025/6/9 上午 11:52
Issue,Unassigned,DIAStudio/DIADesigner,379671,Anomaly,"[JIRA] (調適) 示波器監控中的""最合適大小""導致波形顯示失真",Critical,High,Closed,蔡弘晉,IA Internal,"sc_turnkey, need_analysis, oscilloscope, jira_voc_mok",Unassigned,High,600,2023/11/9 下午 2:10,2023/12/5 下午 4:13,2025/6/9 上午 11:52
Issue,Rev1.3.2 SP1 DIADesigner,DIAStudio/DIADesigner,379658,Anomaly,[JIRA] (硬體配置) 軟體按完連線後會自動斷線，等有其他操作行為出現又會反覆連線斷線,Major,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"sc_turnkey, need_analysis, plan1.3.2sp1, 1.3.2_sp1_initial, communication_setting, jira_voc_mok",XAVIERA.FAN 范珮欣,Medium,120,2023/11/9 下午 1:39,2024/3/18 下午 3:59,2026/5/8 下午 4:50
